SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
5069,SOBBWSO12A8C13C787,264715,Salsa Legende - Best of Fania All Stars,ARIWQYF11F4C8427FF,,,,Fania All Stars,0,342.30812,11,0,92.097,7,0.835,Soul makossa,0
5070,SOKZSOY12A81C206D5,179583,Wall Of People,AR8ZHWS1187B98CED1,,Providence RI,,Monty Are I,0,245.10649,8,0.452,189.917,4,0.297,In This Legacy,2006
5071,SOFTBIU12A8C130B7E,237924,The Terror State,ARUSOMY1187FB4D3B4,,Pittsburgh PA,,Anti-Flag,0,115.53914,1,0.629,189.134,4,0,Death Of A Nation,2003
5072,SOEGXRQ12A8C141170,315785,Midnight Fish,AROETEJ122988EFAC7,,,,Midnight Fish,0,300.82567,9,0.458,96.679,5,0.516,Baby Here I Am,0
5073,SOHMKHQ12A8C139C40,210302,Azure,ARLTWXK1187FB5A3F8,32.74863,Fort Worth TX,-97.32925,King Curtis,0,127.03302,9,0.914,136.089,1,0,The Lone Prairie,0
5074,SOBWZPF12A8C1414CC,172858,Babies Go To Sleep,ARY1P2B1187B9B78F5,,,,Mariano Yanani,0,216.68526,7,0.721,89.933,3,0.555,Adagio (Albinoni),0
5075,SOIEMZS12A670216C9,8907,Ideal,ARZTGQE1187FB461D9,27.9758,Florida,-81.54106,Ideal,0,191.73832,10,0.28,95.572,4,1,Roter Rolls Royce,0
5076,SOOYURE12AB0186349,465810,Tijuana Hercules,AR7CKG21187B9AD40F,39.73926,Illinois,-89.50409,Tijuana Hercules,0,178.49424,11,0,119.38,3,1,When The Moon Comes Up Wild,0
5077,SONGCRV12AC468AE46,595767,Nuits De La Fondation Maeght 1970,ARYXELS1187B9A5991,41.50471,Cleveland OH,-81.69074,Albert Ayler,0,632.34567,11,0.531,71.642,5,0.864,Music Is The Healing Force Of The Universe,1969
5078,SOZQDCY12A58A7D5CD,598764,The Word In Song,AREWQSE1187B9AEC6C,32.58507,Mississippi,-89.87374,The Jackson Southernaires,0,272.53506,2,0.534,113.643,1,0.161,When We All Get To Heaven,0
5079,SOUFDVM12A8C1441D6,316960,Town Topic EP,ARRJNTE1187FB44E12,,,,Casiotone For The Painfully Alone,0,26.80118,1,0,100.919,4,0.604,Bad People,2008
5080,SOPQASR12A8C13FF05,257800,Cactuses Come In Flocks,ARNUPIM11F4C83BD4D,,,,Melt Banana,0,29.33506,2,0.28,124.986,1,0,"How To Say Rip Them Off""_ Repeat After Me""",0
5081,SOZPJMN12A81C1FA0D,275315,Live From Deep In The Heart Of Texas,ARYV1OT1187B9B4C8E,,,,Commander Cody And His Lost Planet Airmen,0,195.65669,4,0,170.916,1,0.619,Riot In Cell Block #9,1974
5082,SOXVRHB12A8C13F14B,608839,Tour De France (2009 Digital Remaster),AR1ZKBE1187FB53629,,D¥Ë_orf Germany,,Kraftwerk,0,201.09016,1,0.888,126.132,4,0.968,Titanium (2009 Digital Remaster),0
5083,SORNKYO12A58A76A1C,617042,TRISKAIDEKAPHOBIA,AROWQXK1269FB333D9,,,,Bone Loc,0,329.63873,5,0.643,141.041,4,1,King Bong,0
5084,SOXRVYA12A8C1425A7,610045,Super Box Of Country - 35 Country Classics From the 50s_ 60s_ 70s And 80s,AR0X3JJ1187FB3A9A7,,McLellan FL,,Hank Locklin,0,143.35955,0,0,122.798,4,0,Send Me The Pillow You Dream On,1960
5085,SOBNWKP12AB017D280,531130,Canadian Organ Music Showcase,ARVDMV71187FB43A8F,52.88356,England,-1.97406,David Palmer,0,486.94812,2,0,50.751,3,0.922,í_mergences: III. Fragments dí©paves,0
5086,SOKDLKT12A6D4F9F46,45686,Long Way 2 Go,AR93WAA1187FB42116,41.35644,New London CT,-72.09647,Cassie,0,222.74567,8,0.319,52.711,4,0.774,Long Way 2 Go (Album Version),2006
5087,SOZJCYY12A8C13EFC7,268570,100% Dynamite,ARJDMBO1187B9AD118,,,,Johnny Osbourne,0,216.65914,9,0,105.261,4,0.841,We Need Love,1979
5088,SOPPMRZ12A8C132DAC,245315,Smoke! Smoke! Smoke!,ARPFKK81187B99878D,39.14465,Ramsey Fayette County IL,-89.10827,Tex Williams,0,191.242,9,0.634,110.385,1,0.986,Start Even,0
5089,SOKRTKJ12A58A7B5DD,163941,Sing & Swing With Bobby Darin,ARD0FN11187B9B25CD,40.85715,New York NY [The Bronx],-73.85678,Bobby Darin,0,147.93098,0,0.904,181.368,4,0.35,Bullmoose (LP Version),2008
5090,SOPVSUN12AC4689EB1,792920,Going Home,AR0OEYB1187FB4A81E,53.93063,Yorkshire England,-1.20788,Catherine Howe & Vo Fletcher,0,242.62485,9,0.53,139.913,4,0,White Winter Hymnal,0
5091,SOQVPTA12A8C13F598,225152,the no music.,ARNVM131187B990D2B,,Oakland CA,,themselves,0,245.31546,8,0.681,80.051,3,1,You Devil You,2002
5092,SOQJYCE12A6D4F4844,26872,Antarctica / China,ARMPRI31187FB4F7D9,39.37413,Volos Greece,22.95775,Vangelis,0,416.7571,4,0.406,162.441,4,0.058,Other Side Of Antarctica,1983
5093,SOWEHVB12A6D4F8F0B,56996,The Projected Passion Revue,AR8CT8U1187FB4D803,52.47859,Birmingham England,-1.9086,Dexys Midnight Runners,0,202.39628,4,0.212,119.448,1,0.387,Spiritual Passion (aka Dubious),2007
5094,SOCGXWX12A6D4F98AA,55366,Beyond The Missouri Sky,AR1CD5Z1187B98F2C2,40.76596,Shenandoah IA,-95.3756,Pat Metheny / Charlie Haden,0,373.41995,7,0.48,200.199,7,1,Message To A Friend,0
5095,SODCVNW12AB0183A41,389872,Voices Of Americana: Barbara Lynn ,ARXDDH31187FB3DF1C,30.08615,Beaumont TX,-94.10158,Barbara Lynn,0,156.42077,7,0.252,120.16,1,0.041,It Aint No Good To be Good ,0
5096,SOAWTJD12A6D4F4BB4,78918,The Trashcan Electric E.P.,ARAFRFP1187FB4230B,,,,Williamson,0,203.17995,6,0.555,110.032,4,1,Breathe Easy,2005
5097,SONSRKM12AB018E7DA,821487,Hard Rock Live,ARD8JVH1187FB4DA04,,England,,Bad Company,0,296.12363,0,0.015,130.049,4,0.25,Simple Man,1976
5098,SOVQOXC12CF546326C,290135,Cheap Thrills/Kozmic Blues/Pearl,ARS86AJ1187B9B4225,,Port Arthur TX,,Janis Joplin,0,205.53098,0,0.589,74.961,4,0.036,Get It While You Can,1971
5099,SOBCLGN12A6D4F6FF5,34581,Rhinoceros,AR6D5OM1187B993D9E,52.50524,UK - England - West Midlands,-1.81531,Rhinoceros,0,280.24118,2,0.279,103.387,1,0,Youre My Girl (LP Version),2002
5100,SONCWSL12A6D4F419D,23951,Come A Little Bit Closer,ARBJI5N1187FB400D0,40.71455,New York NY,-74.00712,Jay & The Americans,0,149.89016,2,0.409,131.01,4,0.542,Lets Lock The Door (And Throw Away The Key),1990
5101,SOXJKNO12A81C1FE08,132223,Abigail,ARXX9J41187B9AE4D0,,,,King Diamond,0,263.57506,11,0,140.582,4,0.037,Shrine (Reissue) (Album Version),0
5102,SOZGUEI12A8C139953,212730,Bury Your Dead,ARG9E8O1187B99AB4F,42.31256,Boston Massachusetts,-71.08868,Bury Your Dead,0,151.71873,11,0.256,134.054,4,0.822,A Devils Ransom (Album Version),2008
5103,SOYGQGQ12AB0180EAC,559962,Diarrhea Of A Madman,ARQFKVO1187B9B1777,,,,Dave Brockie Experience,0,100.10077,8,0.011,187.232,4,0,Too Much Stuff,2001
5104,SOYWXNN12AB018AC20,470927,The Singles Part 1,AR0SZW11187B98C5E5,40.71455,NY - New York City,-74.00712,Beat Pharmacy,0,569.46893,10,0,124.075,5,1,Floating (Edit),0
5105,SONZANZ12A8C136AC8,288466,Its a shame,AR051KA1187B98B2FF,,,,Wilks featuring jah mason,0,249.75628,4,0.65,70.708,3,1,Have fi pray,0
5106,SOGIRYF12A670215E3,7982,The Sound Of White - Australian Version,AROOKC21187B9AE85C,-37.81753,Melbourne Australia,144.96715,Missy Higgins,0,171.38893,2,0.933,125.741,4,0.393,Dont Ever (Album Version),0
5107,SOYOFWM12AB018DD7D,577071,Sing Boy Sing,ARWBAI21187B991E2E,41.88415,UK - Northern Ireland,-87.63241,Tommy Sands,0,142.49751,0,0.286,95.836,4,0,A Bundle Of Dreams,0
5108,SOEEBCV12A6D4F76A2,22096,#8,AR93D4D1187FB3ACAD,35.472,Oklahoma City OK,-97.52033,J.J. Cale,0,160.62649,0,0.783,136.273,1,0,Losers,1983
5109,SONNTQH12AB018C2D8,807538,Clubplanet Volume 1,AROZNFA1187B99D367,,Hastings England,,John Digweed,0,460.79955,8,0.012,125.015,4,0.76,Warung Beach,0
5110,SOBLMKC12AB018974F,766573,You Are Here,AR5UVIM1187B98A8B9,,,,Dropline,0,239.20281,5,0.058,161.988,4,0.546,Fly Away From Here (Graduation Day) (Album Version),0
5111,SOVYHHG12A8C1399B3,154511,Babies Go U2,ARY1P2B1187B9B78F5,,,,Mariano Yanani,0,212.06159,4,0.522,160.026,4,0.557,Stuck In A Moment You cant Get Out Of,2003
5112,SOBHMPJ12AB01899FE,414941,The Edge Of Love,AR1PCLK1187FB5BBFF,40.14323,New Jersey,-74.72671,Angelo Badalamenti,0,209.89342,9,0.76,36.279,1,0,Vera Begs Dylan,0
5113,SOMYGJH12A8C14114C,310700,Praise & Worship,ARP32X81187B99EBF5,42.33168,Detroit MI,-83.04792,Vanessa Bell Armstrong,0,273.24036,4,0.283,47.761,4,0.804,Wonderful One,0
5114,SOZXGZD12A6D4F964A,57320,Upon A Shamrock Shore/Songs Of Ireland And The Irish,ARIT9Y51187FB364AE,54.49857,Alberta Canada,-114.99993,The Irish Rovers,0,132.25751,4,0.682,189.817,1,0.014,Up Among The Heather,0
5115,SODTNTM12A6D4F98CB,55369,One Lonely Night,ARPPURC1187B990FB7,,,,Bert Kaempfert And His Orchestra,0,175.38567,11,0.343,84.881,4,1,Games People Play,0
5116,SOKSXUB12A6D4F80DB,148169,Powerhouse,ARCCRTI11F4C845308,,,,White Heart,0,285.43955,9,0.775,96.911,4,0.176,Answer The Call (Powerhouse Album Version),0
5117,SOGNSLP12A6D4FD729,130032,The Price Of Existence,AR2VLIP1187B99F897,,,,All Shall Persih,0,215.61424,11,0.042,99.963,4,0.73,The True Beast,2006
5118,SOHWGUM12AB0186B87,681008,Bakolo Mboka,AR7LN7G1187FB395BB,,,,Les Bantous De La Capitale,0,341.05424,10,0.567,144.142,7,0.66,Masuwa,0
5119,SOZAQVA12AB0183627,395385,Vanguard Visionaries,AR3GYKU1187B996AB9,41.05182,Stamford CT,-73.54223,Jim Kweskin,0,178.57261,1,0.177,192.89,1,0,Eight More Miles To Louisville,0
5120,SOMWELJ12AB0184C6D,490988,The Oath of Black Blood,AREBWEH1187B99EA9A,,Helsinki,,Beherit,0,192.13016,1,0.58,133.954,3,0.426,Witchcraft,1990
5121,SOOZYMQ12AB018E589,773435,Knowledge Zombie,AR8BMEQ1187B9B4214,38.2589,Missouri,-92.43659,Pumpkin Buzzard,0,271.49016,11,0.418,104.19,1,0.039,The Sector of Foliage,0
5122,SORGJJW12A8C134D65,288046,Live 98,AR5IHI31187B998618,,,,Pascal Obispo,0,369.26649,10,0,89.79,4,0.434,Tombí© Pour Elle (Lí_le Aux Oiseaux),0
5123,SOVVINA12A6D4FA730,58420,Gonna Move Ya!,ARVI9KK1187B9AACB4,,,,Jan Wayne,0,230.76526,0,0.669,140.045,4,0.441,Groovin,2003
5124,SOXQVZC12A8C13C5D9,307580,Unplugged,AR52EZT1187B9900BF,40.8079,Harlem New York,-73.9454,Alicia Keys,0,244.45342,6,0.649,74.078,7,1,If I Was Your Woman,2005
5125,SOZTULX12A6701E7EF,8456,Charmbracelet,ARKSZW81187B9B695D,40.71455,New York New York,-74.00712,Mariah Carey,0,196.93669,7,0.045,120.083,7,1,Clown,2002
5126,SOQSIIB12A6D4FBEFA,123643,Calling The World,ARZYPLF1187FB45B9B,34.05349,Los Angeles CA,-118.24532,Rooney,0,199.28771,7,0.785,123.026,4,0.119,Jump In My Bed,2007
5127,SOBUFKH12A8C13BE9F,265738,Roots Techniques,ARD3ICK1187B9A56C9,,,,Jimmy Riley,0,205.50485,10,0,84.63,3,0.245,Prophecy,0
5128,SOLWVEA12A8C143C45,378320,Pay To Play,ARIGR2O1187FB5036E,,,,The Unborn Chikken Voices,0,217.91302,2,0.69,85.039,4,1,Again And Again,0
5129,SODMNJR12AB0183BC5,509686,Vinyl Replica: El Milagro Argentino,ART6QCS1187FB40CBD,,,,Los Autí©nticos Decadentes,0,172.09424,9,0.557,117.683,5,0.288,Pastas Y Vino,1989
5130,SOTEWEI12AB017FC0C,489530,Draw Me Close,ARH3TXI1187FB3A486,36.16778,NASHVILLE Tennessee,-86.77836,Kathy Troccoli,0,195.02975,10,1,105.675,3,0.496,How Deep The Fathers Love For Us,0
5131,SOEBGQK12AB01879F4,672736,Bí©zu au bal musette,AR107SB1187B9A79F9,,Bí©zu comme Superdupont ne connait qu&#039;un pays : la France !,,Bí©zu,0,177.26649,1,0.583,185.092,3,1,Frou-frou,0
5132,SOATIOJ12A8C14469B,611228,Ceol Tacsi,ARQF6NE1187FB55EF7,,,,Karan Casey,0,189.88363,3,0.09,102.745,5,0.778,Sliabh Geal gCua,0
5133,SOXDCGA12A8C141720,120852,The Album,ARYOJU01187FB3BC44,52.1082,Netherlands,5.32986,Jeckyll & Hyde,0,220.55138,7,0.056,140.032,4,0.924,Time Flies,2007
5134,SOGQVBK12A8C13D09F,307513,Alive In South Africa,ARAUQAL1187FB5B374,,,,ISRAEL & NEW BREED,0,199.57506,4,0.348,96.782,4,1,Not Forgotten,0
5135,SOGBQDZ12A8C135533,292377,In This Skin (Standard Package),ARN7POH1187B9B301E,,Dallas TX,,Jessica Simpson,0,196.12689,7,0.537,99.909,4,0,Take My Breath Away,2004
5136,SOBREKP12AB017DD9B,343203,Dichotomy,ARC7C241187B990F7F,33.74831,Atlanta GA,-84.39111,Becoming The Archetype,0,389.95546,2,0.391,85.061,4,0.616,End Of The Age,2008
5137,SOAGYDL12AB0183518,547424,Lights Out,ARE9J081187FB4E58B,,,,Antimatter,0,479.45098,6,0.007,86.155,4,0.91,Expire,0
5138,SOIGXSS12AB018850D,762191,Dog Years,ARND48J1187B990A0B,,Texas,,Storyville,0,343.58812,2,0.532,91.976,4,0.712,Talk To Me,1998
5139,SOKHBNW12A8AE48A58,280528,Intí©grale Les Cactus,AR3QRJ91187B98E4C2,48.85692,Paris France,2.34121,Jacques Dutronc,0,142.91546,7,0.592,130.196,1,0.412,LHomme De Paille,1989
5140,SODYWNH12A6D4F7B58,21009,Smoke N Breu,ARIILLG1187FB5CC81,,,,Jim Breuer,0,478.92853,0,0.268,83.61,5,0.422,Party In The Stomach (LP Version),2002
5141,SOMSQTD12A8C136ADC,91073,Grandes Exitos Vol. 2,ARS26BQ1187B99466D,,,,Vilma Palma,0,202.78812,2,0.064,97.497,4,1,Lluvia De Acido,0
5142,SOQGWOP12AB0181DB9,555129,Love Junk,ARFK98R1187B9B0552,43.64856,Toronto Ontario Canada,-79.38533,Pursuit Of Happiness,0,216.39791,7,0.257,133.319,4,0.818,Shes So Young,1988
5143,SOUDGKB12A8C13EDA8,166132,Unlimited,ARGGEGH11F4C83C076,,,,Miriam Yeung,0,257.4624,0,0.344,107.961,3,1,Yi Xing,0
5144,SOZQHDM12A67020FA7,10149,Rarities & B-Sides,ARN5NHX1187FB4F755,41.88415,Chicago IL,-87.63241,The Smashing Pumpkins,0,184.39791,6,0,88.794,4,0.946,Rotten Apples,1995
5145,SOVXUBX12A58A782FD,8862,Eurotrash,ARQDWBG1187B9891D7,,,,Zeromancer,0,236.53832,10,0.632,130,4,0.501,Send Me An Angel,2001
5146,SOCYGKJ12A6D4F719F,21615,Youth Are Getting Restless,AR7Y6JX1187FB4D9B3,,Washington D.C.,,Bad Brains,0,170.44853,9,0.663,201.933,5,0.368,At The Movies (Live),0
5147,SOQVLOK12AB017E8BC,342093,The Road More Traveled ,AR7CCCC1187FB578FF,,Shelby North Carolina,,Don Gibson,0,109.71383,4,0.851,108.974,1,0,Blue Blue Day,1987
5148,SOCYVBL12A6D4FD36C,123772,Boire,ARW3V6T1187B9ACAC4,48.39023,Brest France,-4.48622,Miossec,0,162.32444,5,0.739,166.081,4,0.509,Regarde Un Peu La France,1995
5149,SONFKHD12A6D4F8ED6,57633,Just Being Myself,AR4PQ891187FB5CA9F,40.76099,East Orange NJ,-74.20991,Dionne Warwick,0,243.85261,2,0.007,130.637,4,0.446,Dont Let My Teardrops Bother You (Album Version),0
5150,SOATEEN12A67020394,8552,Malpractice,ARXWAQQ1187B9AE954,,Newark NJ,,Redman,0,199.81016,11,0.097,92.8,4,1,Muh- F***a,2001
5151,SOHYDPA12B0B80B77C,819,Ill Communication,ARLHO5Z1187FB4C861,,New York NY,,Beastie Boys,0,132.51873,4,0.858,142.409,4,0,Eugenes Lament,1994
5152,SOKALAO12AB017F5B3,538039,Cooleyhighharmony - Expanded Edition,ARR9XGB1187B9912E6,,Philadelphia PA,,Boyz II Men,0,245.75955,9,0.055,112.258,4,0.897,Motownphilly,1991
5153,SOXGZAI12A6D4F4199,23951,Come A Little Bit Closer,ARBJI5N1187FB400D0,40.71455,New York NY,-74.00712,Jay & The Americans,0,173.58322,10,0.537,86.442,4,0.921,Tomorrow,1990
5154,SORWPOH12A6D4FBC6C,65218,Wer spricht,ARECPYG11C8A42B5BF,,,,1. Futurologischer Congress,0,135.41832,8,0.433,164.35,4,0.438,Tokyo,0
5155,SOZXRRC12AB017D5C4,535950,Space Opera II,ARUG0QH1187B99613A,,,,Space Opera,0,68.41424,2,0.576,107.969,1,0,Awake II,0
5156,SOPUPKV12A6D4FD6FD,238352,Hillbilly Fever,AR9HABI1187FB3ACAA,,Blue Lick KY,,Red Foley,0,122.51383,2,0.144,98.173,4,0,Choclate Ice Cream Cone,0
5157,SOGPTDY12AB01890BE,652779,On My Mind - Remixes Part 2 (feat. Ben Onono),ARE17W51187FB5381B,51.50632,London,-0.12714,Rui Da Silva,0,437.28934,4,0.613,127.993,4,0.076,On My Mind (feat. Ben Onono) (The Drill-Re-Work Dub),0
5158,SONZLMF12A58A7A6E2,254896,Crush The Dream,ARZ78EG1187FB4638E,,,,Malefaction,0,51.12118,0,0.518,120.112,1,0,Abused And Unloved,0
5159,SOWEVZH12CF54662C8,506495,Kill Em All,ART5MUE1187B98C961,,Los Angeles CA,,Metallica,0,311.19628,11,0.066,88.73,4,0.251,Metal Militia,1982
5160,SOIRJHK12A67020A7B,12151,The Sonet Blues Story,AR8ACFK1187B9B4063,,New Orleans LA,,Champion Jack Dupree,0,254.24934,0,0.57,178.929,1,0,One Scotch_ One Bourbon_ One Beer,0
5161,SOSRWWL12A6D4FBBB6,65428,1970: The Complete Fun House Sessions,ARLR9U31187B9A71AD,42.32807,Ann Arbor MI,-83.7336,The Stooges,0,27.0624,0,0,26.663,4,0,Lost In The Future (False Start -#1),0
5162,SOFDOQF12A67ADD049,17127,Que No Se Extinga La Llama!,ARYC2P31187B9B9AB7,,,,Seguridad Social,0,278.38649,5,1,174.037,4,0,Un Pensamiento,1991
5163,SOKIHTB12A8C1397CF,299596,ONE BY ONE,AR6XPWV1187B9ADAEB,,Seattle WA,,Foo Fighters,0,270.47138,2,0.886,157.739,4,0.224,Overdrive,2002
5164,SOQJIWF12A8C13D2F0,109829,Deluxe Soundsystem,ARRHVGT1187B98D603,51.16418,Germany,10.45415,Dynamite Deluxe,0,86.67383,9,0.424,93.298,3,0.693,Zap Zap,2000
5165,SONQAVF12A6D4F5FE3,76788,Intercessor,AR21JV01187B999138,,,,Bill Murk,0,170.26567,0,0.385,104.981,4,0,Morning Has Broken,0
5166,SOLTIOJ12AB01805AE,408899,Hier ist Berlin! - Dieter Thomas Heck prí_s.: Die NDW Hits,AR6FCPE1187B992B06,,,,Jawoll,0,235.31057,9,0.627,151.211,4,0,Rendezvous - Ich hab Dich seit langem nicht gesehen,1990
5167,SOMLMRZ12AB017D510,494990,A Trip to Killburn,ARODOO01187FB44F4A,,,,The Baltimore Consort,0,614.00771,7,0.719,130.572,1,0.099,The Beautiful Shepherdess of Arcadia,1996
5168,SOJYUSL12AB0182C3C,536704,For The Chosen Who,AR1VB2W1187B9901C5,34.05349,California - LA,-118.24532,Rod Piazza & The Mighty Flyers,0,257.2273,8,0.341,117.267,4,0.59,She Made My Blood Run Cold,0
5169,SOEHQMQ12AB01806CC,536279,Terra Esperaní_a,AR3N2H11187B98AFBA,-10.68641,Itabaiana Para¥Ë_ Brazil,-37.42475,Sivuca & Clí£ Brasil,0,234.16118,2,0.189,134.99,3,0,Visitando ZabelíÈ,0
5170,SOKIAJX12A6D4FA7F3,65479,RA,ARHBWOZ1187FB3FD53,,ITALY,,Utopia,0,435.93098,2,0.409,110.301,4,0.335,Hiroshima,0
5171,SORWHKK12A8C13F549,224617,Urban Messiah,ARNWBIU11F50C505F4,,,,Al Toomer,0,225.90649,11,0.438,113.282,3,0.499,Finish the Job,0
5172,SONBILX12AB0188421,665471,Burbstrumentals_ Vol. 1,ARA0YAE1187B9B1D16,35.21962,North Carolina,-80.01955,John Brown,0,113.97179,10,0,101.074,4,0.422,Ms. Marseilles,0
5173,SOLSWAC12AAF3B5258,530333,Hollywood Screen Gems - Vol 1,AR84BEJ1187FB58F65,39.95227,Philadelphia PA,-75.16237,David Raksin,0,141.40036,8,0.738,73.961,3,0.761,The Bad And The Beautiful,0
5174,SORMJDF12A8C13C321,296781,Quills,ARI2JSK1187FB496EF,51.50632,London England,-0.12714,Nick Ingman,0,186.61832,10,0.804,117.45,4,0.672,"The Marquis and the Scaffold (From Quills"")""",0
5175,SONYFHJ12A8C13CAB8,211944,La luz de la maí±ana,ARL6UP41187FB5C604,,,,Facto Delafe y las flores azules,0,100.362,7,0.038,96.007,4,1,Desde el este,2007
5176,SOXWZTG12A8C13AF7C,299156,More Than A Woman,ARAEX7Y1187FB42D36,,Severn MD,,Toni Braxton,0,258.48118,6,0.462,91.066,4,0.972,Let Me Show You The Way (Out),2002
5177,SONQTFK12AB0180BAC,451714,Devolver,ARV2F621187B993BF6,37.77916,California - SF,-122.42005,The Waybacks,0,288.49587,0,0.592,240.983,3,0.69,McHatties Waltz,2000
5178,SONUMRQ12AB017E917,539621,Ashgrove,ARGUNFT1187FB3B140,,Downey CA,,Dave Alvin,0,354.19383,0,1,121.171,4,0.415,Somewhere In Time,0
5179,SODTRYX12AC4689826,696379,Le plus grandes chansons,AR1X2H01187B98CCF2,,Menilmontant France,,Maurice Chevalier,0,185.39057,11,0.497,113.689,5,0.907,íˆa Sest Passí© Un Dimanche,0
5180,SOHGLKT12A8C13AF29,104645,The Gangs All Here,ARD2NDU1187B99B615,,Boston MA,,Dropkick Murphys,0,186.01751,2,0.934,182.518,1,0,Going Strong (Album Version),0
5181,SOBTXSH12A8C146024,428212,Abersowasvonlive,ARTKTYG1187FB40CBA,,,,Dendemann,0,205.13914,11,0.009,126.892,4,1,Dendemí_nner braucht das Land,2006
5182,SOBFZMO12A8C13ECC3,239559,My Kantele,ARV8T9T1187B99F3F4,,,,Amorphis,0,280.97261,0,0.425,131.191,4,0,And I Hear You Call,1997
5183,SOVXPSE12A6D4F87B5,76211,Tha Gangsta Mix,ARRXG5Y1187B9AA016,,ABD,,G Unit feat. 50 Cent,0,101.43302,11,0,75,3,1,Tony Yayo Explosion,2002
5184,SOGQNDO12AB0181930,346368,Ninja Mental - Unplugged MTV,AR0JURX1187FB3C8FF,41.39447,Brewster New York USA,-73.61689,Illya Kuryaki And The Valderramas,0,233.97832,7,0.526,154.028,4,0.913,Ninja Mental,1996
5185,SOFSARM12AB017C9FB,386704,Les Increvables N1,ARD7U0O1187FB5531A,49.34463,Neuilly-sous-Clermont (Oise),2.40955,Andrí© Verchuren,0,165.04118,2,0.645,198.736,1,0.326,Un PTit Brin De Musette,2001
5186,SOFQBMN12A8C1428AD,372352,Single Ladies (Put A Ring On It) - Dance Remixes,AR65K7A1187FB4DAA4,,,,Beyoncí©,0,466.05016,11,0.847,84.1,1,1,Single Ladies (Put A Ring On It),2008
5187,SOISSKN12AB01888AF,762519,Talk To Your Daughter,AR7BMMV1187FB5B2D7,39.15093,Ukiah CA,-123.2079,Robben Ford,0,278.96118,5,0.513,91.247,3,0.814,Aint Got Nothin But The Blues (Album Version),1988
5188,SOUDHLD12AB0189DF7,766240,Unkunvenshunal Girl,ARBINER1187B994686,,JAPAN,,Josie,0,303.20281,8,0.801,107.829,4,0.945,Heavy Heart (Album Version),0
5189,SOEGYJV12A8AE47396,477674,Strictly Vocals 2,ARIRD6J1187FB5A98C,18.01571,Kingston Jamaica,-76.79731,Sugar Minott,0,185.99138,7,0.759,167.947,4,0.492,Jah Jah Children,1977
5190,SOXAATM12A58A7ABA8,307881,All I Can Do,AR1XE381187FB4C685,34.05349,California - LA,-118.24532,Kane,0,220.76036,3,0.116,89.975,3,1,All I Can Do,2005
5191,SOZOKIL12A6701EE9B,2434,There Will Be A Light,ARIJE101187FB45E88,,,,Ben Harper And The Blind Boys Of Alabama,0,234.65751,6,0.458,164.637,4,1,Take My Hand,2004
5192,SOZGQLE12AB018672C,225353,Crisis,AR040QX1187FB4CFE1,,St. Catharines ON Canada,,Alexisonfire,0,212.11383,8,0.308,89.89,3,0.575,Mailbox Arson,2005
5193,SOMMFDF12A58A7DB85,226851,Hold Me To It,ARBZAIL1187FB5B1C8,42.31256,Boston MA,-71.08868,Bob Margolin,0,204.09424,10,0.223,108.496,1,0,Lost Again,0
5194,SOLMEXI12A8C140CF9,312854,Revealed,AR4Y1BM1187B99A1EF,,,,Deitrick Haddon,0,234.47465,0,0.476,131.065,4,1,Dont Take Your Spirit Away,2008
5195,SOYUJBX12A81C23080,131603,20 Suosikkia  / Siks oon mí_ suruinen,ARIUQZL1187FB4303B,,,,Erkki Junkkarinen,0,195.65669,0,0.403,121.649,4,0.184,Siks oon mí_ suruinen,0
5196,SOLASJA12AB01896B8,246493,Turn Around,ARBHBE91187B9A1F58,,Fargo ND,,Jonny Lang,0,182.80444,7,0.729,111.266,4,0.766,One Person At A Time,2006
5197,SOFZBJR12A8C13C45D,191680,Flieger_ Grí_ss Mir Die Sonne,ARI2G3D1187B98D8A0,,,,Extrabreit,0,283.14077,0,0.601,145.093,4,0,Break That Ice,0
5198,SOHHDMY12A8C136E9A,154721,Collection Disques Pathí©,ARJIE2Y1187B994AB7,,,,Line Renaud,0,179.93098,2,0.518,80.053,3,0.579,Vous Qui Passez Sans Me Voir,0
5199,SOGYGFM12A58A77D96,365417,The Complete BBC Sessions,ARP39OU1187FB4D543,,West London England,,Aswad,0,242.07628,5,0.574,146.313,4,0.036,Your Recipe,0
5200,SOZXHBQ12AB0186626,756813,Live! Beg_ Borrow & Steal: October 31_ 1981 Whisky A Go Go,ARZIXB81187B98FCEC,,,,The Plimsouls,0,192.13016,4,0.623,162.907,4,0.118,Women,1981
5201,SOTIDVB12A58A7E5C7,239673,Karelian Isthmus,ARV8T9T1187B99F3F4,,,,Amorphis,0,228.85832,2,0.126,102.164,3,0.692,Privilege of Evil (From the Privilege of Evil EP),0
5202,SOFVRHN12A8C134119,286048,Sri Matsya,ARCCBWR122BCFCBB85,,,,Sabda Brahma,0,254.64118,0,0.434,157.972,4,0.657,Highest State of Consciousness,0
